id_pedido,id_cliente,fecha,hora,id_departamento,id_seccion,id_producto,nombre_producto,precio_unitario,cantidad,precio_total
"36,79431,""2023-12-14 00:00:00"",18,4,83,46979,""Espárragos"",1.95,6,11.7"
"38,42756,""2023-04-29 00:00:00"",16,4,123,21616,""Rúcula Baby Orgánica"",1.55,5,7.75"
"39,184886,""2023-03-21 00:00:00"",18,4,83,4605,""Cebollas Amarillas"",0.85,4,3.4"
"39,184886,""2023-03-21 00:00:00"",18,4,24,28204,""Manzana Fuji Orgánica"",1.45,2,2.9"
"39,184886,""2023-03-21 00:00:00"",18,4,123,21903,""Espinacas Baby Orgánicas"",1.49,6,8.94"
"42,89125,""2023-02-05 00:00:00"",20,4,24,13176,""Bolsa de Bananas Orgánicas"",2.45,4,9.8"
"47,191597,""2023-02-10 00:00:00"",0,4,24,16797,Fresas,2.05,8,16.4"
"47,191597,""2023-02-10 00:00:00"",0,4,123,39275,""Arándanos Orgánicos"",2.75,3,8.25"
"52,27498,""2023-05-10 00:00:00"",10,4,24,24852,Banana,1.05,1,1.05"
"52,27498,""2023-05-10 00:00:00"",10,4,83,49683,""Pepino Kirby"",0.99,5,4.95"
"53,87889,""2023-01-19 00:00:00"",20,4,24,24852,Banana,1.05,4,4.2"
"53,87889,""2023-01-19 00:00:00"",20,4,24,37646,""Manzanas Gala Orgánicas"",1.98,8,15.84"
"53,87889,""2023-01-19 00:00:00"",20,4,24,47209,""Aguacate Hass Orgánico"",1.79,2,3.58"
"53,87889,""2023-01-19 00:00:00"",20,4,123,40706,""Tomates Cherry Orgánicos"",2.55,5,12.75"
"53,87889,""2023-01-19 00:00:00"",20,4,24,5876,""Limón Orgánico"",0.72,7,5.04"
"53,87889,""2023-01-19 00:00:00"",20,4,123,39275,""Arándanos Orgánicos"",2.75,5,13.75"
"53,87889,""2023-01-19 00:00:00"",20,4,24,47626,""Limón Grande"",0.62,5,3.1"
"54,91977,""2023-02-04 00:00:00"",15,4,24,24852,Banana,1.05,4,4.2"
"55,127522,""2023-05-06 00:00:00"",14,4,24,5876,""Limón Orgánico"",0.72,3,2.16"
"55,127522,""2023-05-06 00:00:00"",14,4,123,27966,""Frambuesas Orgánicas"",2.85,6,17.1"
"55,127522,""2023-05-06 00:00:00"",14,4,24,13176,""Bolsa de Bananas Orgánicas"",2.45,5,12.25"
"55,127522,""2023-05-06 00:00:00"",14,4,83,30391,""Pepino Orgánico"",1.02,2,2.04"
"55,127522,""2023-05-06 00:00:00"",14,4,83,8518,""Cebolla Roja Orgánica"",0.92,5,4.6"
"55,127522,""2023-05-06 00:00:00"",14,4,83,41950,""Racimo de Tomates Orgánicos"",2.25,5,11.25"
"56,41591,""2023-03-19 00:00:00"",12,4,83,24964,""Ajo Orgánico"",0.98,5,4.9"
"56,41591,""2023-03-19 00:00:00"",12,4,24,47209,""Aguacate Hass Orgánico"",1.79,4,7.16"
"56,41591,""2023-03-19 00:00:00"",12,4,123,21903,""Espinacas Baby Orgánicas"",1.49,5,7.45"
"57,34016,""2023-01-07 00:00:00"",8,4,123,21903,""Espinacas Baby Orgánicas"",1.49,5,7.45"
"57,34016,""2023-01-07 00:00:00"",8,4,24,21137,""Fresas Orgánicas"",2.49,3,7.47"
"57,34016,""2023-01-07 00:00:00"",8,4,24,19057,""Manzana Fuji Extra Grande Orgánica"",1.82,4,7.28"
"57,34016,""2023-01-07 00:00:00"",8,4,24,47209,""Aguacate Hass Orgánico"",1.79,7,12.53"
"58,150647,""2023-02-08 00:00:00"",8,4,24,13176,""Bolsa de Bananas Orgánicas"",2.45,5,12.25"
"58,150647,""2023-02-08 00:00:00"",8,4,123,42265,""Zanahorias Baby Orgánicas"",1.25,7,8.75"
"60,66984,""2023-03-26 00:00:00"",10,4,24,13176,""Bolsa de Bananas Orgánicas"",2.45,8,19.6"
"60,66984,""2023-03-26 00:00:00"",10,4,24,37646,""Manzanas Gala Orgánicas"",1.98,5,9.9"
"60,66984,""2023-03-26 00:00:00"",10,4,123,27966,""Frambuesas Orgánicas"",2.85,5,14.25"
"60,66984,""2023-03-26 00:00:00"",10,4,83,22935,""Cebolla Amarilla Orgánica"",0.88,4,3.52"
"60,66984,""2023-03-26 00:00:00"",10,4,83,17794,Zanahorias,0.95,4,3.8"
"61,12295,""2023-01-09 00:00:00"",9,4,123,42265,""Zanahorias Baby Orgánicas"",1.25,5,6.25"
"62,189943,""2023-01-29 00:00:00"",11,4,24,26209,Limones,0.68,7,4.76"
"62,189943,""2023-01-29 00:00:00"",11,4,24,47766,""Aguacate Orgánico"",1.75,6,10.5"
"67,5738,""2023-01-25 00:00:00"",12,4,24,13176,""Bolsa de Bananas Orgánicas"",2.45,5,12.25"
"69,115481,""2023-03-15 00:00:00"",12,16,84,27845,""Leche Entera Orgánica"",0.99,1,0.99"
"71,69984,""2023-05-08 00:00:00"",13,4,24,47209,""Aguacate Hass Orgánico"",1.79,5,8.95"
"71,69984,""2023-05-08 00:00:00"",13,4,24,5876,""Limón Orgánico"",0.72,8,5.76"
"71,69984,""2023-05-08 00:00:00"",13,4,16,31717,""Cilantro Orgánico"",0.69,1,0.69"
"71,69984,""2023-05-08 00:00:00"",13,4,24,26209,Limones,0.68,6,4.08"
"71,69984,""2023-05-08 00:00:00"",13,7,115,44632,""Agua con Gas de Pomelo"",0.95,5,4.75"
"72,199522,""2023-04-19 00:00:00"",19,4,24,28204,""Manzana Fuji Orgánica"",1.45,8,11.6"
"72,199522,""2023-04-19 00:00:00"",19,4,24,24852,Banana,1.05,3,3.15"
"73,152590,""2023-06-25 00:00:00"",12,4,123,21903,""Espinacas Baby Orgánicas"",1.49,5,7.45"
"75,106387,""2023-01-06 00:00:00"",19,4,123,39275,""Arándanos Orgánicos"",2.75,6,16.5"
"75,106387,""2023-01-06 00:00:00"",19,4,123,21616,""Rúcula Baby Orgánica"",1.55,2,3.1"
"77,91667,""2023-08-10 00:00:00"",11,4,24,8277,""Manzana Honeycrisp Orgánica"",1.78,4,7.12"
"77,91667,""2023-08-10 00:00:00"",11,4,24,47626,""Limón Grande"",0.62,3,1.86"
"77,91667,""2023-08-10 00:00:00"",11,4,83,22935,""Cebolla Amarilla Orgánica"",0.88,5,4.4"
"77,91667,""2023-08-10 00:00:00"",11,4,83,30391,""Pepino Orgánico"",1.02,3,3.06"
"78,96511,""2023-02-16 00:00:00"",15,4,24,16797,Fresas,2.05,6,12.3"
"80,190599,""2023-06-14 00:00:00"",13,16,84,27845,""Leche Entera Orgánica"",0.99,5,4.95"
"80,190599,""2023-06-14 00:00:00"",13,4,24,24852,Banana,1.05,6,6.3"
"81,186444,""2023-05-11 00:00:00"",14,4,24,47209,""Aguacate Hass Orgánico"",1.79,5,8.95"
"81,186444,""2023-05-11 00:00:00"",14,4,24,21137,""Fresas Orgánicas"",2.49,8,19.92"
"82,83499,""2023-08-21 00:00:00"",13,4,24,16797,Fresas,2.05,5,10.25"
"82,83499,""2023-08-21 00:00:00"",13,4,24,37646,""Manzanas Gala Orgánicas"",1.98,6,11.88"
"83,41155,""2023-04-12 00:00:00"",20,4,24,13176,""Bolsa de Bananas Orgánicas"",2.45,4,9.8"
"83,41155,""2023-04-12 00:00:00"",20,4,83,4605,""Cebollas Amarillas"",0.85,8,6.8"
"85,4041,""2023-10-16 00:00:00"",11,4,24,16797,Fresas,2.05,6,12.3"
"87,155476,""2023-05-03 00:00:00"",15,4,24,16797,Fresas,2.05,8,16.4"
"88,102020,""2023-01-22 00:00:00"",11,4,123,21616,""Rúcula Baby Orgánica"",1.55,4,6.2"
"88,102020,""2023-01-22 00:00:00"",11,4,24,47626,""Limón Grande"",0.62,4,2.48"
"88,102020,""2023-01-22 00:00:00"",11,4,24,24852,Banana,1.05,6,6.3"
"88,102020,""2023-01-22 00:00:00"",11,4,24,21137,""Fresas Orgánicas"",2.49,4,9.96"
"88,102020,""2023-01-22 00:00:00"",11,4,24,47766,""Aguacate Orgánico"",1.75,6,10.5"
"88,102020,""2023-01-22 00:00:00"",11,4,83,49683,""Pepino Kirby"",0.99,7,6.93"
"89,105579,""2023-10-26 00:00:00"",15,4,83,17794,Zanahorias,0.95,8,7.6"
"89,105579,""2023-10-26 00:00:00"",15,4,24,5876,""Limón Orgánico"",0.72,4,2.88"
"90,43798,""2023-08-05 00:00:00"",16,4,123,42265,""Zanahorias Baby Orgánicas"",1.25,5,6.25"
"92,56022,""2023-02-25 00:00:00"",9,4,123,21903,""Espinacas Baby Orgánicas"",1.49,3,4.47"
"92,56022,""2023-02-25 00:00:00"",9,4,24,21137,""Fresas Orgánicas"",2.49,4,9.96"
"92,56022,""2023-02-25 00:00:00"",9,4,24,24852,Banana,1.05,8,8.4"
"92,56022,""2023-02-25 00:00:00"",9,16,53,49235,""Crema Orgánica"",1.15,2,2.3"
"93,130239,""2023-08-21 00:00:00"",10,4,24,13176,""Bolsa de Bananas Orgánicas"",2.45,5,12.25"
"95,187742,""2023-06-09 00:00:00"",7,4,24,21137,""Fresas Orgánicas"",2.49,6,14.94"
"95,187742,""2023-06-09 00:00:00"",7,4,24,47766,""Aguacate Orgánico"",1.75,7,12.25"
"95,187742,""2023-06-09 00:00:00"",7,4,83,49683,""Pepino Kirby"",0.99,3,2.97"
"96,17227,""2023-05-13 00:00:00"",20,4,83,30391,""Pepino Orgánico"",1.02,7,7.14"
"96,17227,""2023-05-13 00:00:00"",20,4,123,40706,""Tomates Cherry Orgánicos"",2.55,7,17.85"
"96,17227,""2023-05-13 00:00:00"",20,4,123,27966,""Frambuesas Orgánicas"",2.85,3,8.55"
"96,17227,""2023-05-13 00:00:00"",20,4,123,39275,""Arándanos Orgánicos"",2.75,7,19.25"
"101,18783,""2023-07-09 00:00:00"",15,4,123,21616,""Rúcula Baby Orgánica"",1.55,4,6.2"
"101,18783,""2023-07-09 00:00:00"",15,4,24,47626,""Limón Grande"",0.62,7,4.34"
"102,4988,""2023-05-23 00:00:00"",16,4,123,27966,""Frambuesas Orgánicas"",2.85,1,2.85"
"102,4988,""2023-05-23 00:00:00"",16,4,83,27104,""Coliflor Fresca"",1.48,5,7.4"
"105,178958,""2023-11-08 00:00:00"",10,4,24,13176,""Bolsa de Bananas Orgánicas"",2.45,5,12.25"
"105,178958,""2023-11-08 00:00:00"",10,4,123,4920,""Uvas Rojas sin Semillas"",2.45,6,14.7"
"105,178958,""2023-11-08 00:00:00"",10,4,24,28204,""Manzana Fuji Orgánica"",1.45,2,2.9"
"107,141357,""2023-08-02 00:00:00"",20,4,83,30391,""Pepino Orgánico"",1.02,7,7.14"
"110,73241,""2023-01-01 00:00:00"",15,4,24,5876,""Limón Orgánico"",0.72,7,5.04"
"110,73241,""2023-01-01 00:00:00"",15,4,24,24852,Banana,1.05,9,9.45"
"111,102275,""2023-04-29 00:00:00"",17,4,24,16797,Fresas,2.05,7,14.35"
"111,102275,""2023-04-29 00:00:00"",17,4,83,49683,""Pepino Kirby"",0.99,7,6.93"
"112,125030,""2023-03-27 00:00:00"",14,4,83,27104,""Coliflor Fresca"",1.48,4,5.92"
"112,125030,""2023-03-27 00:00:00"",14,4,24,47209,""Aguacate Hass Orgánico"",1.79,6,10.74"
"112,125030,""2023-03-27 00:00:00"",14,4,24,5876,""Limón Orgánico"",0.72,4,2.88"
"113,128979,""2023-02-04 00:00:00"",12,4,123,21903,""Espinacas Baby Orgánicas"",1.49,4,5.96"
"116,119087,""2023-05-25 00:00:00"",18,4,83,27104,""Coliflor Fresca"",1.48,4,5.92"
"120,23750,""2023-06-11 00:00:00"",8,4,24,28204,""Manzana Fuji Orgánica"",1.45,5,7.25"
"122,127081,""2023-02-28 00:00:00"",1,4,83,17794,Zanahorias,0.95,2,1.9"
"123,99471,""2023-05-26 00:00:00"",12,7,115,44632,""Agua con Gas de Pomelo"",0.95,5,4.75"
"123,99471,""2023-05-26 00:00:00"",12,4,24,37646,""Manzanas Gala Orgánicas"",1.98,5,9.9"
"125,66104,""2023-07-12 00:00:00"",12,20,67,30489,""Hummus Original"",2.55,4,10.2"
"125,66104,""2023-07-12 00:00:00"",12,4,24,13176,""Bolsa de Bananas Orgánicas"",2.45,3,7.35"
"125,66104,""2023-07-12 00:00:00"",12,16,53,49235,""Crema Orgánica"",1.15,5,5.75"
"125,66104,""2023-07-12 00:00:00"",12,4,83,44359,""Apio Orgánico en Ramillete Pequeño"",1.85,6,11.1"
"126,66138,""2023-02-01 00:00:00"",15,4,24,47209,""Aguacate Hass Orgánico"",1.79,5,8.95"
"127,43629,""2023-03-04 00:00:00"",11,4,24,16797,Fresas,2.05,7,14.35"
"128,7440,""2023-10-23 00:00:00"",14,4,24,13176,""Bolsa de Bananas Orgánicas"",2.45,6,14.7"
"128,7440,""2023-10-23 00:00:00"",14,4,123,42265,""Zanahorias Baby Orgánicas"",1.25,3,3.75"
"129,169467,""2023-01-19 00:00:00"",18,4,24,13176,""Bolsa de Bananas Orgánicas"",2.45,5,12.25"
"129,169467,""2023-01-19 00:00:00"",18,4,83,41950,""Racimo de Tomates Orgánicos"",2.25,2,4.5"
"129,169467,""2023-01-19 00:00:00"",18,16,84,27845,""Leche Entera Orgánica"",0.99,6,5.94"
"130,16288,""2023-01-01 00:00:00"",15,4,24,24852,Banana,1.05,7,7.35"
"130,16288,""2023-01-01 00:00:00"",15,4,24,19057,""Manzana Fuji Extra Grande Orgánica"",1.82,4,7.28"
"131,34858,""2023-11-29 00:00:00"",10,4,24,5876,""Limón Orgánico"",0.72,3,2.16"
"131,34858,""2023-11-29 00:00:00"",10,4,83,24964,""Ajo Orgánico"",0.98,5,4.9"
"131,34858,""2023-11-29 00:00:00"",10,4,16,31717,""Cilantro Orgánico"",0.69,2,1.38"
"131,34858,""2023-11-29 00:00:00"",10,4,83,45007,""Calabacín Orgánico"",1.22,2,2.44"
"131,34858,""2023-11-29 00:00:00"",10,4,83,22935,""Cebolla Amarilla Orgánica"",0.88,4,3.52"
"131,34858,""2023-11-29 00:00:00"",10,4,123,40706,""Tomates Cherry Orgánicos"",2.55,7,17.85"
"135,55179,""2023-04-04 00:00:00"",12,4,123,21903,""Espinacas Baby Orgánicas"",1.49,3,4.47"
"136,184355,""2023-03-25 00:00:00"",10,4,24,47766,""Aguacate Orgánico"",1.75,2,3.5"
"138,197422,""2023-08-06 00:00:00"",16,4,83,22935,""Cebolla Amarilla Orgánica"",0.88,5,4.4"
"139,146988,""2023-03-11 00:00:00"",18,4,83,22935,""Cebolla Amarilla Orgánica"",0.88,9,7.92"
"139,146988,""2023-03-11 00:00:00"",18,4,123,21903,""Espinacas Baby Orgánicas"",1.49,6,8.94"
"143,130982,""2023-04-16 00:00:00"",16,4,24,47626,""Limón Grande"",0.62,8,4.96"
"143,130982,""2023-04-16 00:00:00"",16,4,24,24852,Banana,1.05,3,3.15"
"143,130982,""2023-04-16 00:00:00"",16,4,83,4605,""Cebollas Amarillas"",0.85,6,5.1"
"143,130982,""2023-04-16 00:00:00"",16,4,83,8518,""Cebolla Roja Orgánica"",0.92,5,4.6"
"143,130982,""2023-04-16 00:00:00"",16,4,24,45066,""Manzana Honeycrisp"",1.55,6,9.3"
"144,179300,""2023-02-25 00:00:00"",15,4,83,17794,Zanahorias,0.95,7,6.65"
"146,21343,""2023-10-13 00:00:00"",16,4,24,16797,Fresas,2.05,6,12.3"
"147,181484,""2023-07-27 00:00:00"",12,4,83,4605,""Cebollas Amarillas"",0.85,2,1.7"
"147,181484,""2023-07-27 00:00:00"",12,4,83,17794,Zanahorias,0.95,5,4.75"
"148,41523,""2023-10-03 00:00:00"",17,4,123,21903,""Espinacas Baby Orgánicas"",1.49,6,8.94"
"148,41523,""2023-10-03 00:00:00"",17,4,24,47209,""Aguacate Hass Orgánico"",1.79,6,10.74"
"152,103040,""2023-04-24 00:00:00"",10,4,24,13176,""Bolsa de Bananas Orgánicas"",2.45,3,7.35"
"154,73310,""2023-12-09 00:00:00"",19,20,67,30489,""Hummus Original"",2.55,6,15.3"
"157,13055,""2023-09-02 00:00:00"",17,4,123,39275,""Arándanos Orgánicos"",2.75,4,11.0"
"158,24721,""2023-04-07 00:00:00"",15,4,123,27966,""Frambuesas Orgánicas"",2.85,5,14.25"
"158,24721,""2023-04-07 00:00:00"",15,4,83,49683,""Pepino Kirby"",0.99,3,2.97"
"158,24721,""2023-04-07 00:00:00"",15,4,24,24852,Banana,1.05,7,7.35"
"158,24721,""2023-04-07 00:00:00"",15,4,24,47209,""Aguacate Hass Orgánico"",1.79,5,8.95"
"159,16286,""2023-07-27 00:00:00"",13,4,123,21616,""Rúcula Baby Orgánica"",1.55,3,4.65"
"159,16286,""2023-07-27 00:00:00"",13,4,83,30391,""Pepino Orgánico"",1.02,5,5.1"
"160,181765,""2023-02-16 00:00:00"",23,4,24,21137,""Fresas Orgánicas"",2.49,5,12.45"
"162,198222,""2023-05-03 00:00:00"",9,4,24,47766,""Aguacate Orgánico"",1.75,9,15.75"
"162,198222,""2023-05-03 00:00:00"",9,4,83,27104,""Coliflor Fresca"",1.48,3,4.44"
"162,198222,""2023-05-03 00:00:00"",9,4,83,45007,""Calabacín Orgánico"",1.22,7,8.54"
"163,115844,""2023-09-01 00:00:00"",14,4,123,21616,""Rúcula Baby Orgánica"",1.55,6,9.3"
"163,115844,""2023-09-01 00:00:00"",14,4,83,30391,""Pepino Orgánico"",1.02,8,8.16"
"163,115844,""2023-09-01 00:00:00"",14,4,24,13176,""Bolsa de Bananas Orgánicas"",2.45,1,2.45"
"163,115844,""2023-09-01 00:00:00"",14,4,123,27966,""Frambuesas Orgánicas"",2.85,4,11.4"
"163,115844,""2023-09-01 00:00:00"",14,4,24,26209,Limones,0.68,2,1.36"
"163,115844,""2023-09-01 00:00:00"",14,4,123,4920,""Uvas Rojas sin Semillas"",2.45,6,14.7"
"163,115844,""2023-09-01 00:00:00"",14,20,67,30489,""Hummus Original"",2.55,3,7.65"
"164,184017,""2023-08-07 00:00:00"",10,4,24,47626,""Limón Grande"",0.62,4,2.48"
"164,184017,""2023-08-07 00:00:00"",10,4,83,28985,""Col Rizada Orgánica de Michigan"",2.55,7,17.85"
"165,162754,""2023-01-24 00:00:00"",11,4,24,47626,""Limón Grande"",0.62,3,1.86"
"169,22517,""2023-01-22 00:00:00"",9,4,123,21903,""Espinacas Baby Orgánicas"",1.49,7,10.43"
"169,22517,""2023-01-22 00:00:00"",9,4,24,45066,""Manzana Honeycrisp"",1.55,5,7.75"
"170,182389,""2023-05-03 00:00:00"",13,4,24,13176,""Bolsa de Bananas Orgánicas"",2.45,7,17.15"
"170,182389,""2023-05-03 00:00:00"",13,4,24,21137,""Fresas Orgánicas"",2.49,8,19.92"
"170,182389,""2023-05-03 00:00:00"",13,4,83,17794,Zanahorias,0.95,5,4.75"
"174,53965,""2023-07-16 00:00:00"",9,4,24,24852,Banana,1.05,3,3.15"
"174,53965,""2023-07-16 00:00:00"",9,4,24,28204,""Manzana Fuji Orgánica"",1.45,3,4.35"
"174,53965,""2023-07-16 00:00:00"",9,4,83,24964,""Ajo Orgánico"",0.98,5,4.9"
"174,53965,""2023-07-16 00:00:00"",9,4,83,27104,""Coliflor Fresca"",1.48,7,10.36"
"175,10358,""2023-09-28 00:00:00"",18,4,24,24852,Banana,1.05,5,5.25"
"175,10358,""2023-09-28 00:00:00"",18,4,123,27966,""Frambuesas Orgánicas"",2.85,5,14.25"
"176,4209,""2023-03-06 00:00:00"",17,4,24,5876,""Limón Orgánico"",0.72,6,4.32"
"176,4209,""2023-03-06 00:00:00"",17,4,83,22935,""Cebolla Amarilla Orgánica"",0.88,7,6.16"
"176,4209,""2023-03-06 00:00:00"",17,4,83,8518,""Cebolla Roja Orgánica"",0.92,6,5.52"
"177,48308,""2023-04-25 00:00:00"",16,4,123,21903,""Espinacas Baby Orgánicas"",1.49,4,5.96"
"177,48308,""2023-04-25 00:00:00"",16,4,24,24852,Banana,1.05,7,7.35"
"178,971,""2023-01-25 00:00:00"",11,16,53,49235,""Crema Orgánica"",1.15,5,5.75"
"179,84068,""2023-03-12 00:00:00"",18,4,123,21616,""Rúcula Baby Orgánica"",1.55,4,6.2"
"180,96385,""2023-05-13 00:00:00"",19,4,16,31717,""Cilantro Orgánico"",0.69,7,4.83"
"180,96385,""2023-05-13 00:00:00"",19,4,24,5876,""Limón Orgánico"",0.72,6,4.32"
"180,96385,""2023-05-13 00:00:00"",19,4,24,13176,""Bolsa de Bananas Orgánicas"",2.45,4,9.8"
"180,96385,""2023-05-13 00:00:00"",19,4,24,47209,""Aguacate Hass Orgánico"",1.79,6,10.74"
"181,141062,""2023-06-25 00:00:00"",16,4,24,24852,Banana,1.05,8,8.4"
"184,18409,""2023-03-31 00:00:00"",19,4,24,24852,Banana,1.05,4,4.2"
"184,18409,""2023-03-31 00:00:00"",19,4,24,16797,Fresas,2.05,3,6.15"
"185,172793,""2023-08-30 00:00:00"",1,4,83,24964,""Ajo Orgánico"",0.98,4,3.92"
"187,26978,""2023-06-23 00:00:00"",16,4,24,24852,Banana,1.05,7,7.35"
"187,26978,""2023-06-23 00:00:00"",16,4,24,16797,Fresas,2.05,2,4.1"
"190,189157,""2023-03-02 00:00:00"",13,4,123,21903,""Espinacas Baby Orgánicas"",1.49,8,11.92"
"190,189157,""2023-03-02 00:00:00"",13,4,24,16797,Fresas,2.05,3,6.15"
"192,189954,""2023-09-15 00:00:00"",14,4,24,5876,""Limón Orgánico"",0.72,5,3.6"
"193,133810,""2023-02-19 00:00:00"",11,4,24,13176,""Bolsa de Bananas Orgánicas"",2.45,5,12.25"
"195,14264,""2023-11-12 00:00:00"",16,4,24,13176,""Bolsa de Bananas Orgánicas"",2.45,4,9.8"
"195,14264,""2023-11-12 00:00:00"",16,4,24,16797,Fresas,2.05,6,12.3"
"195,14264,""2023-11-12 00:00:00"",16,4,83,49683,""Pepino Kirby"",0.99,2,1.98"
"196,177113,""2023-03-19 00:00:00"",16,4,24,21137,""Fresas Orgánicas"",2.49,2,4.98"
"197,92707,""2023-11-17 00:00:00"",20,4,24,21137,""Fresas Orgánicas"",2.49,7,17.43"
"198,21336,""2023-06-28 00:00:00"",9,4,24,24852,Banana,1.05,9,9.45"
"199,143951,""2023-03-17 00:00:00"",10,4,24,13176,""Bolsa de Bananas Orgánicas"",2.45,5,12.25"
"201,185440,""2023-01-29 00:00:00"",15,4,83,4605,""Cebollas Amarillas"",0.85,6,5.1"
"206,72973,""2023-08-20 00:00:00"",9,4,24,47626,""Limón Grande"",0.62,1,0.62"
"208,68303,""2023-04-19 00:00:00"",13,4,24,24852,Banana,1.05,3,3.15"
"208,68303,""2023-04-19 00:00:00"",13,4,24,45066,""Manzana Honeycrisp"",1.55,5,7.75"
